username,community_name,joinedAt,role,isActive
travis67,r/Helldivers,2026-03-08,Member,true
amandakane,r/gaming,2026-04-20,Moderator,true
jorge27,r/leagueoflegends,2026-03-06,Moderator,false
hmoss,r/truegaming,2026-01-10,Member,true
kford,r/patientgamers,2026-04-15,Moderator,true
jacobjones,r/leagueoflegends,2026-03-11,Moderator,true
angelcox,r/gaming,2026-01-14,Moderator,false
matthew24,r/FortniteBR,2026-04-07,Moderator,false
mjordan,r/Helldivers,2026-01-10,Member,true
ebarrett,r/skyrim,2026-01-31,Moderator,false
aaron85,r/GlobalOffensive,2026-04-07,Moderator,false
bradley93,r/truegaming,2026-04-16,Moderator,false
laurie19,r/Valorant,2026-03-06,Member,true
tabitha00,r/gaming,2026-03-03,Moderator,true
jonathan54,r/Helldivers,2026-03-27,Member,false
samuelbarry,r/gaming,2026-01-29,Moderator,true
omartin,r/patientgamers,2026-01-06,Moderator,false
espinozajuan,r/Valorant,2026-03-15,Member,true
johnsonkristin,r/EldenRing,2026-04-08,Moderator,false
jennifer15,r/Helldivers,2026-03-21,Moderator,true
rachel81,r/leagueoflegends,2026-01-12,Member,false
ebaldwin,r/leagueoflegends,2026-03-26,Moderator,true
kalexander,r/indiegames,2026-01-03,Moderator,false
caleb75,r/Helldivers,2026-01-29,Moderator,false
danielvargas,r/truegaming,2026-03-18,Member,true
huynhjacqueline,r/Valorant,2026-01-29,Moderator,false
anthonywilkinson,r/Minecraft,2026-02-18,Moderator,true
daisyhuber,r/PS5,2026-01-31,Moderator,true
vmartinez,r/FortniteBR,2026-02-25,Member,false
edwin35,r/pcmasterrace,2026-01-11,Member,true
plamb,r/PS5,2026-01-19,Moderator,true
haleyangela,r/gaming,2026-01-19,Member,true
melissasims,r/FortniteBR,2026-01-16,Moderator,false
kirkalexis,r/GlobalOffensive,2026-02-23,Member,false
timothy31,r/FortniteBR,2026-03-29,Member,false
heatherjohnston,r/GlobalOffensive,2026-04-13,Moderator,true
jlarson,r/FortniteBR,2026-03-04,Member,false
rodriguezstacy,r/leagueoflegends,2026-04-08,Moderator,false
ibarrett,r/gaming,2026-01-05,Member,false
savannah35,r/skyrim,2026-01-05,Member,false
davisgeorge,r/indiegames,2026-01-21,Member,false
eshaw,r/patientgamers,2026-02-04,Moderator,false
samanthawhite,r/EldenRing,2026-04-28,Moderator,true
thomas45,r/Helldivers,2026-04-16,Moderator,true
lkey,r/GlobalOffensive,2026-04-13,Moderator,true
scortez,r/PS5,2026-03-13,Member,true
trodriguez,r/indiegames,2026-03-14,Member,true
richard43,r/pcmasterrace,2026-04-28,Moderator,true
obrown,r/Helldivers,2026-01-24,Member,true
robertssylvia,r/leagueoflegends,2026-01-17,Moderator,true
ellistravis,r/leagueoflegends,2026-04-08,Member,true
sandraallen,r/gaming,2026-01-04,Moderator,true
brendan17,r/skyrim,2026-03-07,Member,false
jonathanhill,r/Minecraft,2026-03-18,Moderator,true
wduncan,r/NintendoSwitch,2026-04-21,Moderator,true
manuelbrown,r/PS5,2026-01-16,Moderator,true
ypotter,r/indiegames,2026-04-24,Member,false
martinmichael,r/skyrim,2026-03-20,Moderator,false
jenna65,r/indiegames,2026-01-07,Moderator,true
watsonaustin,r/leagueoflegends,2026-02-16,Moderator,true
lindseyperez,r/GlobalOffensive,2026-04-24,Member,false
lwatkins,r/gaming,2026-01-30,Member,false
christinemiller,r/patientgamers,2026-02-09,Moderator,false
randallsampson,r/Minecraft,2026-02-10,Moderator,true
gmartin,r/skyrim,2026-04-02,Moderator,false
beckjonathan,r/patientgamers,2026-02-01,Moderator,true
hmckinney,r/NintendoSwitch,2026-03-27,Member,false
psutton,r/GlobalOffensive,2026-01-08,Member,false
rachel81,r/skyrim,2026-03-30,Member,false
gonzalezchristopher,r/leagueoflegends,2026-04-09,Member,false
holtwilliam,r/gaming,2026-01-29,Member,false
thomas41,r/gaming,2026-04-23,Moderator,false
mcdowellrobert,r/truegaming,2026-01-18,Moderator,false
pblack,r/Minecraft,2026-03-11,Member,true
lukejenkins,r/Minecraft,2026-01-17,Member,false
mparrish,r/pcmasterrace,2026-02-19,Moderator,false
vmartinez,r/NintendoSwitch,2026-04-10,Moderator,true
maldonadoalexander,r/Minecraft,2026-04-23,Member,false
johnsonkristin,r/PS5,2026-01-14,Moderator,true
nielsenmelissa,r/Valorant,2026-01-23,Moderator,true
brendalevine,r/Helldivers,2026-03-23,Moderator,false
leah13,r/Minecraft,2026-02-22,Member,true
william84,r/Helldivers,2026-04-08,Moderator,true
donald34,r/Helldivers,2026-02-20,Member,false
rhodesscott,r/skyrim,2026-04-11,Member,true
ralph55,r/GlobalOffensive,2026-02-24,Member,true
barry17,r/PS5,2026-02-24,Moderator,false
kaitlynlewis,r/Helldivers,2026-03-11,Member,false
brad76,r/indiegames,2026-02-18,Member,false
michelle48,r/Minecraft,2026-04-14,Moderator,false
oconnellpatrick,r/NintendoSwitch,2026-04-23,Moderator,true
codyhughes,r/EldenRing,2026-04-21,Moderator,true
trevor98,r/patientgamers,2026-04-21,Member,false
fcook,r/Valorant,2026-01-16,Moderator,true
burtonryan,r/GlobalOffensive,2026-02-12,Member,true
jcarson,r/PS5,2026-03-01,Member,true
christian47,r/truegaming,2026-04-07,Member,false
znunez,r/EldenRing,2026-02-11,Member,false
beckroberto,r/NintendoSwitch,2026-03-14,Moderator,false
shamilton,r/patientgamers,2026-02-23,Member,false
tammywalker,r/truegaming,2026-01-09,Moderator,false
jamie17,r/indiegames,2026-03-11,Moderator,false
qmckinney,r/patientgamers,2026-02-23,Member,false
courtney40,r/EldenRing,2026-02-27,Member,false
apineda,r/Minecraft,2026-03-28,Moderator,true
angelaward,r/Helldivers,2026-03-03,Moderator,true
ashort,r/leagueoflegends,2026-02-28,Moderator,false
dstewart,r/indiegames,2026-03-25,Member,true
baileykendra,r/GlobalOffensive,2026-01-12,Member,true
kpage,r/truegaming,2026-04-11,Member,true
tmontgomery,r/leagueoflegends,2026-01-18,Moderator,true
charlene14,r/NintendoSwitch,2026-03-27,Moderator,false
mcmahondominic,r/FortniteBR,2026-02-15,Moderator,true
matthewrhodes,r/PS5,2026-03-04,Moderator,false
taylorlee,r/Minecraft,2026-03-13,Member,true
fowens,r/Valorant,2026-01-14,Member,true
stevenscameron,r/gaming,2026-02-23,Member,false
gilmorecarl,r/GlobalOffensive,2026-01-05,Member,false
sreynolds,r/skyrim,2026-02-05,Moderator,false
keithsheppard,r/gaming,2026-04-04,Member,true
rebeccajordan,r/EldenRing,2026-03-31,Member,true
evanross,r/NintendoSwitch,2026-02-28,Moderator,false
hhenderson,r/GlobalOffensive,2026-01-16,Member,true
joselee,r/gaming,2026-04-14,Moderator,true
james27,r/truegaming,2026-03-05,Member,true
daniel07,r/pcmasterrace,2026-02-24,Member,true
kimberlygross,r/truegaming,2026-04-11,Moderator,true
sfoster,r/PS5,2026-03-16,Member,false
bentonalicia,r/skyrim,2026-04-15,Member,false
maria55,r/indiegames,2026-01-08,Moderator,false
eric50,r/PS5,2026-04-12,Member,true
kevin66,r/leagueoflegends,2026-02-09,Member,false
hrichards,r/Valorant,2026-01-31,Moderator,false
calderonstephanie,r/Minecraft,2026-01-09,Member,true
allisonglenn,r/FortniteBR,2026-01-27,Moderator,false
cheyennesutton,r/patientgamers,2026-02-22,Member,true
jessica62,r/NintendoSwitch,2026-02-25,Member,true
wwalton,r/FortniteBR,2026-02-01,Member,true
patricia13,r/Minecraft,2026-02-14,Member,true
kentsherry,r/EldenRing,2026-01-16,Member,false
mreynolds,r/Helldivers,2026-03-23,Moderator,true
lynn19,r/Helldivers,2026-01-03,Member,true
greenedonna,r/gaming,2026-01-24,Member,false
cbeck,r/EldenRing,2026-04-23,Moderator,true
deandebra,r/pcmasterrace,2026-02-12,Moderator,true
keiththompson,r/skyrim,2026-02-02,Moderator,false
shannonjones,r/pcmasterrace,2026-03-28,Member,false
phelpscolleen,r/GlobalOffensive,2026-03-30,Moderator,false
dhoward,r/NintendoSwitch,2026-02-14,Moderator,false
spalmer,r/leagueoflegends,2026-04-20,Member,false
ronaldjones,r/gaming,2026-03-20,Member,true
selenaterry,r/Valorant,2026-01-27,Moderator,false
jnichols,r/PS5,2026-03-10,Moderator,true
dawnmatthews,r/truegaming,2026-02-27,Member,true
emily13,r/PS5,2026-04-22,Moderator,true
dbishop,r/skyrim,2026-02-10,Member,true
meganforbes,r/indiegames,2026-03-30,Moderator,false
elizabethburke,r/Valorant,2026-02-08,Member,false
colemanariana,r/gaming,2026-04-25,Moderator,true
scottalexander,r/truegaming,2026-01-02,Member,true
bryantdavid,r/indiegames,2026-02-21,Member,false
marylester,r/PS5,2026-04-25,Member,true
veronica25,r/Valorant,2026-03-18,Member,true
bhouse,r/EldenRing,2026-04-16,Moderator,false
margaretsmith,r/indiegames,2026-04-20,Moderator,true
vgreer,r/GlobalOffensive,2026-01-30,Moderator,true
erik80,r/truegaming,2026-04-08,Moderator,true
sarahbrown,r/PS5,2026-03-04,Moderator,false
lblake,r/NintendoSwitch,2026-04-28,Member,true
jonesmark,r/Valorant,2026-02-26,Member,false
nealregina,r/Helldivers,2026-02-01,Member,true
stevenjohnson,r/indiegames,2026-02-08,Member,true
epatel,r/PS5,2026-04-05,Moderator,false
johnny27,r/gaming,2026-02-03,Moderator,false
nathan77,r/FortniteBR,2026-01-09,Moderator,false
wheelerdonald,r/indiegames,2026-01-16,Member,true
sextonchristopher,r/EldenRing,2026-02-10,Member,false
elizabethbrooks,r/truegaming,2026-04-06,Moderator,false
denniskenneth,r/pcmasterrace,2026-02-22,Member,false
stevenskenneth,r/PS5,2026-04-26,Member,true
zmorales,r/Helldivers,2026-03-03,Member,true
myerssamuel,r/truegaming,2026-01-21,Member,false
samanthawhite,r/Valorant,2026-04-12,Member,false
ivelasquez,r/PS5,2026-02-24,Moderator,false
tylerelizabeth,r/NintendoSwitch,2026-01-15,Member,true
vmorris,r/truegaming,2026-01-14,Member,true
lauren30,r/Helldivers,2026-02-05,Member,true
masonmorris,r/FortniteBR,2026-01-26,Member,false
casey40,r/PS5,2026-03-03,Moderator,false
cbeck,r/NintendoSwitch,2026-03-28,Member,false
kenneth78,r/NintendoSwitch,2026-01-18,Member,false
navarrostacie,r/Valorant,2026-03-05,Member,false
scortez,r/patientgamers,2026-01-30,Member,false
evega,r/truegaming,2026-03-07,Member,false
caitlin62,r/truegaming,2026-04-03,Member,true
mgarcia,r/FortniteBR,2026-01-22,Moderator,true
tarareynolds,r/Helldivers,2026-04-26,Member,true
griffithryan,r/PS5,2026-01-24,Moderator,false
randallwilliams,r/Valorant,2026-03-18,Member,false
paulhill,r/EldenRing,2026-03-28,Member,false
newmaneric,r/indiegames,2026-01-15,Moderator,true
william99,r/gaming,2026-01-11,Moderator,false
ucampbell,r/PS5,2026-02-27,Moderator,true
diana08,r/skyrim,2026-01-10,Member,false
hrobinson,r/leagueoflegends,2026-04-09,Member,false
dhoward,r/Valorant,2026-03-11,Member,false
fgreen,r/patientgamers,2026-02-21,Member,false
palmeralicia,r/patientgamers,2026-04-07,Moderator,false
monteswhitney,r/FortniteBR,2026-04-01,Moderator,true
lauramitchell,r/Minecraft,2026-04-24,Moderator,true
jose07,r/Minecraft,2026-04-13,Member,true
christopher45,r/Helldivers,2026-04-11,Member,true
wesleyellis,r/gaming,2026-02-05,Member,false
donnathompson,r/EldenRing,2026-04-25,Member,true
urobinson,r/Helldivers,2026-02-28,Member,false
mmitchell,r/indiegames,2026-01-27,Moderator,false
wilsoneric,r/Helldivers,2026-03-23,Member,false
taylorwilliam,r/gaming,2026-01-11,Member,false
donnahall,r/Minecraft,2026-03-20,Moderator,true
michelle49,r/truegaming,2026-03-11,Moderator,false
nielsenmelissa,r/skyrim,2026-01-18,Moderator,false
oconnellpatrick,r/patientgamers,2026-03-19,Moderator,true
richardlopez,r/pcmasterrace,2026-01-20,Moderator,false
bryantdavid,r/gaming,2026-04-19,Member,false
christopher76,r/pcmasterrace,2026-01-01,Member,true
hfrank,r/truegaming,2026-01-30,Moderator,false
danny51,r/skyrim,2026-02-14,Member,false
sandra50,r/leagueoflegends,2026-04-22,Moderator,true
stevenhayes,r/patientgamers,2026-03-04,Member,false
mooremariah,r/skyrim,2026-03-24,Moderator,true
zjuarez,r/skyrim,2026-03-28,Moderator,true
gmarsh,r/gaming,2026-03-03,Member,false
thamilton,r/GlobalOffensive,2026-04-14,Member,false
erica59,r/Valorant,2026-02-04,Member,false
tommy14,r/truegaming,2026-03-11,Moderator,true
kathleen78,r/skyrim,2026-04-13,Moderator,false
chankaren,r/GlobalOffensive,2026-04-01,Member,false
collinsdawn,r/pcmasterrace,2026-03-18,Moderator,true
lberry,r/GlobalOffensive,2026-02-07,Moderator,true
martindaniel,r/EldenRing,2026-04-12,Member,true
knelson,r/FortniteBR,2026-01-31,Member,false
lharris,r/GlobalOffensive,2026-03-16,Moderator,true
douglassolis,r/Minecraft,2026-04-19,Member,true
bramos,r/NintendoSwitch,2026-01-21,Member,true
josephjennifer,r/EldenRing,2026-02-13,Moderator,true
bowerslarry,r/skyrim,2026-03-21,Moderator,true
yjones,r/Helldivers,2026-02-14,Member,true
johnsontiffany,r/gaming,2026-03-22,Member,true
colleen56,r/NintendoSwitch,2026-04-11,Member,false
dennisroberts,r/indiegames,2026-03-21,Moderator,false
karawilliams,r/truegaming,2026-04-04,Moderator,true
petersenshannon,r/Valorant,2026-02-20,Member,false
roachwilliam,r/GlobalOffensive,2026-03-20,Moderator,true
jaredharvey,r/Minecraft,2026-02-21,Moderator,true
sharon87,r/PS5,2026-02-04,Moderator,false
millerclaudia,r/indiegames,2026-01-13,Moderator,true
victor72,r/NintendoSwitch,2026-02-27,Moderator,false
williamsjill,r/FortniteBR,2026-02-23,Moderator,false
fnicholson,r/leagueoflegends,2026-04-27,Member,false
arielphillips,r/Helldivers,2026-03-02,Moderator,true
alisha30,r/skyrim,2026-02-06,Member,true
nayala,r/Valorant,2026-01-24,Member,false
youngallen,r/pcmasterrace,2026-01-01,Moderator,true
pauljessica,r/skyrim,2026-03-02,Moderator,true
alexander75,r/Valorant,2026-01-09,Member,true
javierpatterson,r/gaming,2026-03-12,Moderator,false
umassey,r/Helldivers,2026-01-29,Moderator,false
wmora,r/GlobalOffensive,2026-03-29,Moderator,false
hhammond,r/pcmasterrace,2026-02-08,Member,true
briandickerson,r/Valorant,2026-01-26,Moderator,false
barbara47,r/NintendoSwitch,2026-01-25,Moderator,false
theodorewhite,r/gaming,2026-01-02,Moderator,false
john90,r/leagueoflegends,2026-03-24,Moderator,true
edwardskenneth,r/EldenRing,2026-04-15,Moderator,true
kathrynmarsh,r/leagueoflegends,2026-04-26,Member,true
amandaclements,r/EldenRing,2026-03-25,Member,false
djones,r/NintendoSwitch,2026-04-21,Moderator,false
manuelbrown,r/GlobalOffensive,2026-03-06,Member,true
davismakayla,r/skyrim,2026-02-27,Member,false
tyler29,r/NintendoSwitch,2026-01-17,Member,true
stokesrachel,r/skyrim,2026-01-29,Member,true
lsmith,r/Helldivers,2026-03-16,Member,true
jeffrey39,r/pcmasterrace,2026-04-07,Moderator,false
sanchezmichelle,r/leagueoflegends,2026-01-08,Moderator,true
andersonstephanie,r/GlobalOffensive,2026-01-08,Moderator,false
xray,r/GlobalOffensive,2026-03-28,Member,true
tmartinez,r/leagueoflegends,2026-04-03,Member,true
qstevens,r/PS5,2026-01-24,Member,false
kimberlylawrence,r/Valorant,2026-03-11,Moderator,false
lutzeddie,r/leagueoflegends,2026-04-09,Member,true
epatel,r/NintendoSwitch,2026-02-18,Moderator,true
jonesmark,r/NintendoSwitch,2026-02-04,Moderator,true
jaredharvey,r/patientgamers,2026-04-13,Moderator,true
tylerschmidt,r/Helldivers,2026-01-15,Member,false
george51,r/truegaming,2026-02-13,Member,false
charlesstrickland,r/FortniteBR,2026-01-30,Member,true
lmurphy,r/NintendoSwitch,2026-02-22,Member,false
chrisjohnson,r/Helldivers,2026-02-06,Moderator,true
martinezbeverly,r/leagueoflegends,2026-04-28,Moderator,true
fblair,r/FortniteBR,2026-02-26,Member,true
perezkelli,r/pcmasterrace,2026-01-12,Moderator,false
savageraymond,r/GlobalOffensive,2026-03-03,Moderator,true
ryan63,r/Minecraft,2026-02-19,Moderator,true
franklong,r/Helldivers,2026-03-13,Member,false
charles90,r/GlobalOffensive,2026-04-17,Moderator,true
melissa72,r/patientgamers,2026-03-01,Moderator,true
mayclaudia,r/Helldivers,2026-01-21,Member,true
michelle48,r/skyrim,2026-01-11,Member,false
petersenshannon,r/NintendoSwitch,2026-04-28,Member,false
reginagreen,r/indiegames,2026-01-11,Moderator,true
robert76,r/skyrim,2026-01-13,Moderator,true
christophermiller,r/gaming,2026-03-10,Member,true
julia54,r/patientgamers,2026-04-20,Member,true
michaeldavis,r/patientgamers,2026-04-03,Moderator,false
buckleyjacob,r/Minecraft,2026-02-14,Member,false
shane82,r/NintendoSwitch,2026-03-21,Member,false
ashannon,r/skyrim,2026-03-12,Moderator,false
jason14,r/GlobalOffensive,2026-01-04,Moderator,false
johnsonchris,r/Minecraft,2026-02-22,Moderator,false
ssuarez,r/Minecraft,2026-03-14,Member,false
belljeremiah,r/Minecraft,2026-04-12,Member,false
kingtyler,r/GlobalOffensive,2026-03-05,Member,true
david93,r/skyrim,2026-02-10,Moderator,false
dlucero,r/NintendoSwitch,2026-02-26,Member,false
shamilton,r/Helldivers,2026-01-30,Member,false
garciarobin,r/skyrim,2026-02-28,Moderator,true
andrewmendoza,r/PS5,2026-01-01,Member,true
carlymunoz,r/truegaming,2026-01-30,Member,true
zhenson,r/gaming,2026-04-05,Moderator,true
lisa00,r/gaming,2026-01-08,Member,true
seanholmes,r/skyrim,2026-04-21,Moderator,true
sarahbrown,r/patientgamers,2026-04-22,Member,false
jonathan93,r/gaming,2026-02-16,Member,true
carlflores,r/gaming,2026-02-27,Moderator,false
derek10,r/gaming,2026-04-12,Member,true
gmartin,r/EldenRing,2026-03-17,Member,true
uvargas,r/Minecraft,2026-02-08,Moderator,false
benjamin90,r/Minecraft,2026-02-25,Member,true
lovecheryl,r/patientgamers,2026-04-22,Member,false
carlflores,r/skyrim,2026-02-17,Member,false
kevinespinoza,r/PS5,2026-03-11,Member,false
csnyder,r/patientgamers,2026-01-26,Moderator,true
wlewis,r/Minecraft,2026-04-22,Moderator,true
grahamjulie,r/truegaming,2026-02-18,Member,true
perezmiguel,r/Minecraft,2026-04-18,Moderator,false
johnsonrobert,r/FortniteBR,2026-04-21,Member,true
michellerobinson,r/indiegames,2026-04-24,Member,true
ureid,r/EldenRing,2026-04-13,Member,false
ashleyhernandez,r/Valorant,2026-02-16,Member,true
victor72,r/pcmasterrace,2026-04-03,Member,true
holtwilliam,r/EldenRing,2026-03-05,Member,true
hreid,r/Valorant,2026-04-07,Member,true
griffithryan,r/EldenRing,2026-03-26,Moderator,false
catherine92,r/Helldivers,2026-04-22,Moderator,false
robertmiller,r/FortniteBR,2026-01-17,Member,true
kaitlyn64,r/truegaming,2026-02-09,Moderator,true
hillkevin,r/Valorant,2026-04-11,Member,true
jessica54,r/FortniteBR,2026-03-12,Member,true
kylesmith,r/NintendoSwitch,2026-03-12,Member,true
frenchmatthew,r/leagueoflegends,2026-04-05,Moderator,false
daniellesilva,r/patientgamers,2026-03-21,Member,true
susangoodman,r/truegaming,2026-04-08,Member,false
fwilliams,r/EldenRing,2026-02-25,Moderator,true
sallybrock,r/NintendoSwitch,2026-03-25,Member,false
ericrodriguez,r/GlobalOffensive,2026-04-18,Member,true
beckroberto,r/PS5,2026-01-12,Moderator,true
melissamartin,r/NintendoSwitch,2026-03-27,Member,false
chenkylie,r/indiegames,2026-01-08,Moderator,false
zachary69,r/PS5,2026-04-01,Member,true
stephaniefields,r/patientgamers,2026-03-17,Member,false
ejones,r/EldenRing,2026-02-27,Moderator,false
beasleyrobert,r/indiegames,2026-03-11,Moderator,true
robertcoffey,r/Helldivers,2026-02-17,Moderator,true
paulaesparza,r/Minecraft,2026-04-17,Moderator,false
danielwatkins,r/truegaming,2026-03-19,Member,true
xdickerson,r/Helldivers,2026-04-11,Moderator,false
haleysingh,r/gaming,2026-02-12,Moderator,true
thomaspatrick,r/truegaming,2026-02-27,Moderator,true
phillipsjoseph,r/Helldivers,2026-02-01,Member,true
joseph51,r/pcmasterrace,2026-03-30,Moderator,false
kelly49,r/NintendoSwitch,2026-02-27,Member,true
krista67,r/gaming,2026-03-07,Moderator,false
ojohnson,r/GlobalOffensive,2026-03-18,Member,false
melinda94,r/patientgamers,2026-01-14,Moderator,false
sean66,r/EldenRing,2026-04-27,Member,true
daisy16,r/FortniteBR,2026-02-20,Moderator,false
davenportdavid,r/pcmasterrace,2026-03-18,Moderator,true
kimberly69,r/FortniteBR,2026-02-25,Moderator,false
gward,r/Helldivers,2026-04-23,Member,true
peter58,r/skyrim,2026-03-26,Member,true
sowens,r/NintendoSwitch,2026-01-23,Member,false
qjohnson,r/indiegames,2026-01-12,Member,false
sandersnicole,r/gaming,2026-02-26,Moderator,true
